compCode,Category,Sub_category,crawl_Timestamp
TPC-WA,main,consumer,2019-02-26 10:54:42
UMW,main,consumer,2019-02-26 10:54:42
UPA,main,consumer,2019-02-26 10:54:42
VERTICE,main,consumer,2019-02-26 10:54:43
VERTICE-WA,main,consumer,2019-02-26 10:54:43
WANGZNG,main,consumer,2019-02-26 10:54:43
WARISAN,main,consumer,2019-02-26 10:54:43
XDL,main,consumer,2019-02-26 10:54:43
XDL-WD,main,consumer,2019-02-26 10:54:43
XIANLNG,main,consumer,2019-02-26 10:54:44
XINQUAN,main,consumer,2019-02-26 10:54:44
XINQUAN-WA,main,consumer,2019-02-26 10:54:44
XINQUAN-WB,main,consumer,2019-02-26 10:54:44
YEELEE,main,consumer,2019-02-26 10:54:44
YOCB,main,consumer,2019-02-26 10:54:44
ZHULIAN,main,consumer,2019-02-26 10:54:45
ADVCON,main,construction,2019-02-26 10:54:49
AZRB,main,construction,2019-02-26 10:54:49
AZRB-WA,main,construction,2019-02-26 10:54:50
BENALEC,main,construction,2019-02-26 10:54:50
BPURI,main,construction,2019-02-26 10:54:50
BREM,main,construction,2019-02-26 10:54:50
CRESBLD,main,construction,2019-02-26 10:54:50
DKLS,main,construction,2019-02-26 10:54:50
ECONBHD,main,construction,2019-02-26 10:54:50
ECONBHD-WA,main,construction,2019-02-26 10:54:50
EKOVEST,main,construction,2019-02-26 10:54:50
EKOVEST-WB,main,construction,2019-02-26 10:54:50
FAJAR,main,construction,2019-02-26 10:54:50
FAJAR-WB,main,construction,2019-02-26 10:54:50
GADANG,main,construction,2019-02-26 10:54:50
GADANG-WB,main,construction,2019-02-26 10:54:50
GAMUDA,main,construction,2019-02-26 10:54:50
GAMUDA-WE,main,construction,2019-02-26 10:54:50
GBGAQRS,main,construction,2019-02-26 10:54:50
GBGAQRS-WB,main,construction,2019-02-26 10:54:50
GKENT,main,construction,2019-02-26 10:54:50
HOHUP,main,construction,2019-02-26 10:54:50
HSL,main,construction,2019-02-26 10:54:50
IJM,main,construction,2019-02-26 10:54:50
IKHMAS,main,construction,2019-02-26 10:54:50
INTA,main,construction,2019-02-26 10:54:51
IREKA,main,construction,2019-02-26 10:54:51
IREKA-WB,main,construction,2019-02-26 10:54:51
JAKS,main,construction,2019-02-26 10:54:51
JAKS-WB,main,construction,2019-02-26 10:54:51
KERJAYA,main,construction,2019-02-26 10:54:51
KERJAYA-WB,main,construction,2019-02-26 10:54:51
KIMLUN,main,construction,2019-02-26 10:54:51
KIMLUN-WA,main,construction,2019-02-26 10:54:51
LEBTECH,main,construction,2019-02-26 10:54:51
MELATI,main,construction,2019-02-26 10:54:51
MERCURY,main,construction,2019-02-26 10:54:51
MERGE,main,construction,2019-02-26 10:54:51
MGB,main,construction,2019-02-26 10:54:51
MGB-WA,main,construction,2019-02-26 10:54:51
MITRA,main,construction,2019-02-26 10:54:51
MITRA-WD,main,construction,2019-02-26 10:54:51
MITRA-WE,main,construction,2019-02-26 10:54:51
MTDACPI,main,construction,2019-02-26 10:54:51
MUDAJYA,main,construction,2019-02-26 10:54:52
MUHIBAH,main,construction,2019-02-26 10:54:52
OCR,main,construction,2019-02-26 10:54:52
OCR-PA,main,construction,2019-02-26 10:54:52
OCR-WC,main,construction,2019-02-26 10:54:52
OCR-WD,main,construction,2019-02-26 10:54:52
PEB,main,construction,2019-02-26 10:54:52
PESONA,main,construction,2019-02-26 10:54:52
PESONA-WC,main,construction,2019-02-26 10:54:52
PRTASCO,main,construction,2019-02-26 10:54:52
PRTASCO-WA,main,construction,2019-02-26 10:54:52
PSIPTEK,main,construction,2019-02-26 10:54:52
PSIPTEK-WA,main,construction,2019-02-26 10:54:52
PTARAS,main,construction,2019-02-26 10:54:52
PUNCAK,main,construction,2019-02-26 10:54:52
SENDAI,main,construction,2019-02-26 10:54:52
SUNCON,main,construction,2019-02-26 10:54:52
SYCAL,main,construction,2019-02-26 10:54:52
TRC,main,construction,2019-02-26 10:54:52
TSRCAP,main,construction,2019-02-26 10:54:52
TSRCAP-WB,main,construction,2019-02-26 10:54:52
VIZIONE,main,construction,2019-02-26 10:54:52
VIZIONE-WC,main,construction,2019-02-26 10:54:52
WCEHB,main,construction,2019-02-26 10:54:52
WCT,main,construction,2019-02-26 10:54:52
WCT-WE,main,construction,2019-02-26 10:54:52
ZECON,main,construction,2019-02-26 10:54:53
ZELAN,main,construction,2019-02-26 10:54:53
AHP,main,reits,2019-02-26 10:54:58
ALAQAR,main,reits,2019-02-26 10:54:58
ALSREIT,main,reits,2019-02-26 10:54:58
AMFIRST,main,reits,2019-02-26 10:54:58
ARREIT,main,reits,2019-02-26 10:54:58
ATRIUM,main,reits,2019-02-26 10:54:58
AXREIT,main,reits,2019-02-26 10:54:58
CMMT,main,reits,2019-02-26 10:54:58
HEKTAR,main,reits,2019-02-26 10:54:58
IGBREIT,main,reits,2019-02-26 10:54:59
KIPREIT,main,reits,2019-02-26 10:54:59
KLCC,main,reits,2019-02-26 10:54:59
MQREIT,main,reits,2019-02-26 10:54:59
PAVREIT,main,reits,2019-02-26 10:54:59
SUNREIT,main,reits,2019-02-26 10:54:59
TWRREIT,main,reits,2019-02-26 10:54:59
UOAREIT,main,reits,2019-02-26 10:54:59
YTLREIT,main,reits,2019-02-26 10:54:59
ABLEGRP,main,indprod,2019-02-26 10:55:02
ADVPKG,main,indprod,2019-02-26 10:55:02
AEM,main,indprod,2019-02-26 10:55:02
AEM-WA,main,indprod,2019-02-26 10:55:02
AFUJIYA,main,indprod,2019-02-26 10:55:02
AISB,main,indprod,2019-02-26 10:55:02
AJIYA,main,indprod,2019-02-26 10:55:02
AJIYA-WA,main,indprod,2019-02-26 10:55:02
ALCOM,main,indprod,2019-02-26 10:55:02
ANALABS,main,indprod,2019-02-26 10:55:02
ANCOM,main,indprod,2019-02-26 10:55:02
ANNJOO,main,indprod,2019-02-26 10:55:02
ANNJOO-PA,main,indprod,2019-02-26 10:55:02
ANZO,main,indprod,2019-02-26 10:55:02
ANZO-WA,main,indprod,2019-02-26 10:55:02
ANZO-WB,main,indprod,2019-02-26 10:55:02
ANZO-WC,main,indprod,2019-02-26 10:55:03
APB,main,indprod,2019-02-26 10:55:03
APM,main,indprod,2019-02-26 10:55:03
ARANK,main,indprod,2019-02-26 10:55:03
ASTINO,main,indprod,2019-02-26 10:55:03
ATAIMS,main,indprod,2019-02-26 10:55:03
ATTA,main,indprod,2019-02-26 10:55:03
ATTA-PA,main,indprod,2019-02-26 10:55:03
ATTA-WB,main,indprod,2019-02-26 10:55:03
ATTA-WC,main,indprod,2019-02-26 10:55:03
ATURMJU,main,indprod,2019-02-26 10:55:03
ATURMJU-PA,main,indprod,2019-02-26 10:55:03
AWC,main,indprod,2019-02-26 10:55:03
AWC-WA,main,indprod,2019-02-26 10:55:03
AYS,main,indprod,2019-02-26 10:55:03
BIG,main,indprod,2019-02-26 10:55:03
BINTAI,main,indprod,2019-02-26 10:55:03
BINTAI-WA,main,indprod,2019-02-26 10:55:03
BJCORP,main,indprod,2019-02-26 10:55:03
BJCORP-WB,main,indprod,2019-02-26 10:55:04
BJCORP-WC,main,indprod,2019-02-26 10:55:04
BOILERM,main,indprod,2019-02-26 10:55:04
BORNOIL,main,indprod,2019-02-26 10:55:04
BORNOIL-WC,main,indprod,2019-02-26 10:55:04
BORNOIL-WD,main,indprod,2019-02-26 10:55:04
BOXPAK,main,indprod,2019-02-26 10:55:04
BOXPAK-WA,main,indprod,2019-02-26 10:55:04
BPPLAS,main,indprod,2019-02-26 10:55:04
BRIGHT,main,indprod,2019-02-26 10:55:04
BSLCORP,main,indprod,2019-02-26 10:55:04
BSTEAD,main,indprod,2019-02-26 10:55:04
BTM,main,indprod,2019-02-26 10:55:04
BTM-WA,main,indprod,2019-02-26 10:55:04
BTM-WB,main,indprod,2019-02-26 10:55:04
CANONE,main,indprod,2019-02-26 10:55:04
CAP,main,indprod,2019-02-26 10:55:04
CBIP,main,indprod,2019-02-26 10:55:04
CBIP-WA,main,indprod,2019-02-26 10:55:04
CCM,main,indprod,2019-02-26 10:55:04
CEPCO,main,indprod,2019-02-26 10:55:04
CFM,main,indprod,2019-02-26 10:55:04
CHINHIN,main,indprod,2019-02-26 10:55:04
CHINWEL,main,indprod,2019-02-26 10:55:04
CHOOBEE,main,indprod,2019-02-26 10:55:04
CHUAN,main,indprod,2019-02-26 10:55:04
CICB,main,indprod,2019-02-26 10:55:04
CME,main,indprod,2019-02-26 10:55:05
CME-WA,main,indprod,2019-02-26 10:55:05
CMSB,main,indprod,2019-02-26 10:55:05
CNASIA,main,indprod,2019-02-26 10:55:05
COMCORP,main,indprod,2019-02-26 10:55:05
COMFORT,main,indprod,2019-02-26 10:55:05
COMPUGT,main,indprod,2019-02-26 10:55:05
CSCSTEL,main,indprod,2019-02-26 10:55:05
CYL,main,indprod,2019-02-26 10:55:05
CYMAO,main,indprod,2019-02-26 10:55:05
CYPARK,main,indprod,2019-02-26 10:55:05
DAIBOCI,main,indprod,2019-02-26 10:55:05
DAIBOCI-WB,main,indprod,2019-02-26 10:55:05
DANCO,main,indprod,2019-02-26 10:55:05
DANCO-WA,main,indprod,2019-02-26 10:55:05
DESTINI,main,indprod,2019-02-26 10:55:05
DNONCE,main,indprod,2019-02-26 10:55:05
DNONCE-WA,main,indprod,2019-02-26 10:55:05
DOLMITE,main,indprod,2019-02-26 10:55:05
DOLPHIN,main,indprod,2019-02-26 10:55:05
DOLPHIN-WA,main,indprod,2019-02-26 10:55:05
DOMINAN,main,indprod,2019-02-26 10:55:05
DOMINAN-WA,main,indprod,2019-02-26 10:55:05
DUFU,main,indprod,2019-02-26 10:55:05
EDGENTA,main,indprod,2019-02-26 10:55:05
EFFICEN,main,indprod,2019-02-26 10:55:06
EG,main,indprod,2019-02-26 10:55:06
EG-PA,main,indprod,2019-02-26 10:55:06
EG-WC,main,indprod,2019-02-26 10:55:06
EITA,main,indprod,2019-02-26 10:55:06
EKSONS,main,indprod,2019-02-26 10:55:06
EMETALL,main,indprod,2019-02-26 10:55:06
ENGTEX,main,indprod,2019-02-26 10:55:06
EPMB,main,indprod,2019-02-26 10:55:06
EVERGRN,main,indprod,2019-02-26 10:55:06
FACBIND,main,indprod,2019-02-26 10:55:06
FAVCO,main,indprod,2019-02-26 10:55:06
FIBON,main,indprod,2019-02-26 10:55:06
FIMACOR,main,indprod,2019-02-26 10:55:06
FITTERS,main,indprod,2019-02-26 10:55:06
FITTERS-WB,main,indprod,2019-02-26 10:55:06
FLBHD,main,indprod,2019-02-26 10:55:06
FPGROUP,main,indprod,2019-02-26 10:55:06
GESHEN,main,indprod,2019-02-26 10:55:06
GLOTEC,main,indprod,2019-02-26 10:55:06
GLOTEC-WA,main,indprod,2019-02-26 10:55:06
GOODWAY,main,indprod,2019-02-26 10:55:06
GPA,main,indprod,2019-02-26 10:55:06
GPA-WA,main,indprod,2019-02-26 10:55:06
GPHAROS,main,indprod,2019-02-26 10:55:06
GUH,main,indprod,2019-02-26 10:55:06
HALEX,main,indprod,2019-02-26 10:55:07
HAPSENG,main,indprod,2019-02-26 10:55:07
HEVEA,main,indprod,2019-02-26 10:55:07
HEVEA-WB,main,indprod,2019-02-26 10:55:07
HEXZA,main,indprod,2019-02-26 10:55:07
HIAPTEK,main,indprod,2019-02-26 10:55:07
HIAPTEK-WB,main,indprod,2019-02-26 10:55:07
HIGHTEC,main,indprod,2019-02-26 10:55:07
HIL,main,indprod,2019-02-26 10:55:07
HIL-WB,main,indprod,2019-02-26 10:55:07
HOKHENG,main,indprod,2019-02-26 10:55:07
HSSEB,main,indprod,2019-02-26 10:55:07
HSSEB-WA,main,indprod,2019-02-26 10:55:07
HUMEIND,main,indprod,2019-02-26 10:55:07
HWGB,main,indprod,2019-02-26 10:55:07
HWGB-WD,main,indprod,2019-02-26 10:55:07
IMASPRO,main,indprod,2019-02-26 10:55:07
IPMUDA,main,indprod,2019-02-26 10:55:07
IRETEX,main,indprod,2019-02-26 10:55:07
IRETEX-WA,main,indprod,2019-02-26 10:55:07
JASKITA,main,indprod,2019-02-26 10:55:07
JCBNEXT,main,indprod,2019-02-26 10:55:07
JETSON,main,indprod,2019-02-26 10:55:07
JMR,main,indprod,2019-02-26 10:55:07
KARYON,main,indprod,2019-02-26 10:55:07
KEINHIN,main,indprod,2019-02-26 10:55:07
KFIMA,main,indprod,2019-02-26 10:55:08
KGB,main,indprod,2019-02-26 10:55:08
KGB-WA,main,indprod,2019-02-26 10:55:08
KIALIM,main,indprod,2019-02-26 10:55:08
KIANJOO,main,indprod,2019-02-26 10:55:08
KIMHIN,main,indprod,2019-02-26 10:55:08
KINSTEL,main,indprod,2019-02-26 10:55:08
KKB,main,indprod,2019-02-26 10:55:08
KNUSFOR,main,indprod,2019-02-26 10:55:08
KOBAY,main,indprod,2019-02-26 10:55:08
KOMARK,main,indprod,2019-02-26 10:55:08
KOMARK-WB,main,indprod,2019-02-26 10:55:08
KPSCB,main,indprod,2019-02-26 10:55:08
KSENG,main,indprod,2019-02-26 10:55:08
KSSC,main,indprod,2019-02-26 10:55:08
KUB,main,indprod,2019-02-26 10:55:08
KYM,main,indprod,2019-02-26 10:55:08
LAFMSIA,main,indprod,2019-02-26 10:55:08
LBALUM,main,indprod,2019-02-26 10:55:08
LCTITAN,main,indprod,2019-02-26 10:55:08
LEONFB,main,indprod,2019-02-26 10:55:08
LEWEKO,main,indprod,2019-02-26 10:55:08
LEWEKO-WB,main,indprod,2019-02-26 10:55:08
LFECORP,main,indprod,2019-02-26 10:55:08
LIONFIB,main,indprod,2019-02-26 10:55:08
LIONIND,main,indprod,2019-02-26 10:55:09
LSTEEL,main,indprod,2019-02-26 10:55:09
LUSTER,main,indprod,2019-02-26 10:55:09
LUSTER-WA,main,indprod,2019-02-26 10:55:09
LUSTER-WB,main,indprod,2019-02-26 10:55:09
LUXCHEM,main,indprod,2019-02-26 10:55:09
LYSAGHT,main,indprod,2019-02-26 10:55:09
MASTEEL,main,indprod,2019-02-26 10:55:09
MASTER,main,indprod,2019-02-26 10:55:09
MBL,main,indprod,2019-02-26 10:55:09
MBL-WA,main,indprod,2019-02-26 10:55:09
MCEHLDG,main,indprod,2019-02-26 10:55:09
MELEWAR,main,indprod,2019-02-26 10:55:09
MELEWAR-WB,main,indprod,2019-02-26 10:55:09
MENTIGA,main,indprod,2019-02-26 10:55:09
METROD,main,indprod,2019-02-26 10:55:09
MIECO,main,indprod,2019-02-26 10:55:09
MINETEC,main,indprod,2019-02-26 10:55:09
MINETEC-WA,main,indprod,2019-02-26 10:55:09
MINHO,main,indprod,2019-02-26 10:55:09
MINHO-WC,main,indprod,2019-02-26 10:55:09
MSC,main,indprod,2019-02-26 10:55:09
MTRONIC,main,indprod,2019-02-26 10:55:10
MUDA,main,indprod,2019-02-26 10:55:10
MYCRON,main,indprod,2019-02-26 10:55:10
MYCRON-WA,main,indprod,2019-02-26 10:55:10
NGGB,main,indprod,2019-02-26 10:55:10
NGGB-WA,main,indprod,2019-02-26 10:55:10
NWP,main,indprod,2019-02-26 10:55:10
NYLEX,main,indprod,2019-02-26 10:55:10
OKA,main,indprod,2019-02-26 10:55:10
ORNA,main,indprod,2019-02-26 10:55:10
PA,main,indprod,2019-02-26 10:55:10
PA-WB,main,indprod,2019-02-26 10:55:10
PANSAR,main,indprod,2019-02-26 10:55:10
PANSAR-WA,main,indprod,2019-02-26 10:55:10
PANTECH,main,indprod,2019-02-26 10:55:10
PANTECH-WA,main,indprod,2019-02-26 10:55:10
PANTECH-WB,main,indprod,2019-02-26 10:55:10
PCHEM,main,indprod,2019-02-26 10:55:10
PECCA,main,indprod,2019-02-26 10:55:10
PERSTIM,main,indprod,2019-02-26 10:55:10
PESTECH,main,indprod,2019-02-26 10:55:10
PGLOBE,main,indprod,2019-02-26 10:55:10
PGLOBE-WA,main,indprod,2019-02-26 10:55:10
PICORP,main,indprod,2019-02-26 10:55:10
PIE,main,indprod,2019-02-26 10:55:10
PJBUMI,main,indprod,2019-02-26 10:55:11
PJBUMI-WA,main,indprod,2019-02-26 10:55:11
PMBTECH,main,indprod,2019-02-26 10:55:11
PMBTECH-WA,main,indprod,2019-02-26 10:55:11
PMETAL,main,indprod,2019-02-26 10:55:11
PMETAL-WC,main,indprod,2019-02-26 10:55:11
PNEPCB,main,indprod,2019-02-26 10:55:11
POLY,main,indprod,2019-02-26 10:55:11
PPHB,main,indprod,2019-02-26 10:55:11
PRESTAR,main,indprod,2019-02-26 10:55:11
PWORTH,main,indprod,2019-02-26 10:55:11
QUALITY,main,indprod,2019-02-26 10:55:11
RALCO,main,indprod,2019-02-26 10:55:11
RALCO-WB,main,indprod,2019-02-26 10:55:11
RESINTC,main,indprod,2019-02-26 10:55:11
RGTBHD,main,indprod,2019-02-26 10:55:11
RGTBHD-WB,main,indprod,2019-02-26 10:55:11
ROHAS,main,indprod,2019-02-26 10:55:11
RUBEREX,main,indprod,2019-02-26 10:55:11
SAB,main,indprod,2019-02-26 10:55:11
SAM,main,indprod,2019-02-26 10:55:11
SAMCHEM,main,indprod,2019-02-26 10:55:11
SAPIND,main,indprod,2019-02-26 10:55:11
SCABLE,main,indprod,2019-02-26 10:55:11
SCGM,main,indprod,2019-02-26 10:55:11
SCGM-WA,main,indprod,2019-02-26 10:55:11
SCIB,main,indprod,2019-02-26 10:55:11
SCICOM,main,indprod,2019-02-26 10:55:11
SCIENTX,main,indprod,2019-02-26 10:55:12
SCNWOLF,main,indprod,2019-02-26 10:55:12
SEACERA,main,indprod,2019-02-26 10:55:12
SEACERA-WB,main,indprod,2019-02-26 10:55:12
SEACERA-WC,main,indprod,2019-02-26 10:55:12
SEB,main,indprod,2019-02-26 10:55:12
SGB,main,indprod,2019-02-26 10:55:12
SGB-PA,main,indprod,2019-02-26 10:55:12
SGB-WA,main,indprod,2019-02-26 10:55:12
SIGGAS,main,indprod,2019-02-26 10:55:12
SKBSHUT,main,indprod,2019-02-26 10:55:12
SKPRES,main,indprod,2019-02-26 10:55:12
SLP,main,indprod,2019-02-26 10:55:12
SMISCOR,main,indprod,2019-02-26 10:55:12
SSTEEL,main,indprod,2019-02-26 10:55:12
STONE,main,indprod,2019-02-26 10:55:12
STONE-WA,main,indprod,2019-02-26 10:55:12
SUBUR,main,indprod,2019-02-26 10:55:12
SUCCESS,main,indprod,2019-02-26 10:55:12
SUNWAY,main,indprod,2019-02-26 10:55:12
SUNWAY-WB,main,indprod,2019-02-26 10:55:12
SUPERLN,main,indprod,2019-02-26 10:55:12
TASEK,main,indprod,2019-02-26 10:55:12
TASEK-PA,main,indprod,2019-02-26 10:55:12
TATGIAP,main,indprod,2019-02-26 10:55:13
TATGIAP-PA,main,indprod,2019-02-26 10:55:13
TATGIAP-WA,main,indprod,2019-02-26 10:55:13
TAWIN,main,indprod,2019-02-26 10:55:13
TECHBND,main,indprod,2019-02-26 10:55:13
TEXCHEM,main,indprod,2019-02-26 10:55:13
TGUAN,main,indprod,2019-02-26 10:55:13
TGUAN-WA,main,indprod,2019-02-26 10:55:13
TIENWAH,main,indprod,2019-02-26 10:55:13
TIMWELL,main,indprod,2019-02-26 10:55:13
TOMYPAK,main,indprod,2019-02-26 10:55:13
TOMYPAK-WA,main,indprod,2019-02-26 10:55:13
TONGHER,main,indprod,2019-02-26 10:55:13
TOYOINK,main,indprod,2019-02-26 10:55:13
TOYOINK-WB,main,indprod,2019-02-26 10:55:13
TURBO,main,indprod,2019-02-26 10:55:13
UCHITEC,main,indprod,2019-02-26 10:55:13
ULICORP,main,indprod,2019-02-26 10:55:13
UMS,main,indprod,2019-02-26 10:55:13
UMSNGB,main,indprod,2019-02-26 10:55:13
UNIMECH,main,indprod,2019-02-26 10:55:13
VERSATL,main,indprod,2019-02-26 10:55:13
VS,main,indprod,2019-02-26 10:55:13
WATTA,main,indprod,2019-02-26 10:55:13
WELLCAL,main,indprod,2019-02-26 10:55:14
WIDETEC,main,indprod,2019-02-26 10:55:14
WONG,main,indprod,2019-02-26 10:55:14
WOODLAN,main,indprod,2019-02-26 10:55:14
WTHORSE,main,indprod,2019-02-26 10:55:14
WTK,main,indprod,2019-02-26 10:55:14
WZSATU,main,indprod,2019-02-26 10:55:14
WZSATU-WA,main,indprod,2019-02-26 10:55:14
YFG,main,indprod,2019-02-26 10:55:14
YILAI,main,indprod,2019-02-26 10:55:14
YKGI,main,indprod,2019-02-26 10:55:14
YKGI-WB,main,indprod,2019-02-26 10:55:14
YLI,main,indprod,2019-02-26 10:55:14
AASIA,main,plantation,2019-02-26 10:55:16
BKAWAN,main,plantation,2019-02-26 10:55:16
BLDPLNT,main,plantation,2019-02-26 10:55:16
BPLANT,main,plantation,2019-02-26 10:55:16
CEPAT,main,plantation,2019-02-26 10:55:17
CHINTEK,main,plantation,2019-02-26 10:55:17
DUTALND,main,plantation,2019-02-26 10:55:17
FAREAST,main,plantation,2019-02-26 10:55:17
FGV,main,plantation,2019-02-26 10:55:17
GENP,main,plantation,2019-02-26 10:55:17
GENP-WA,main,plantation,2019-02-26 10:55:17
GLBHD,main,plantation,2019-02-26 10:55:17
GOPENG,main,plantation,2019-02-26 10:55:17
HARNLEN,main,plantation,2019-02-26 10:55:17
HSPLANT,main,plantation,2019-02-26 10:55:17
IJMPLNT,main,plantation,2019-02-26 10:55:17
INCKEN,main,plantation,2019-02-26 10:55:17
INNO,main,plantation,2019-02-26 10:55:17
IOICORP,main,plantation,2019-02-26 10:55:17
JTIASA,main,plantation,2019-02-26 10:55:17
KLK,main,plantation,2019-02-26 10:55:17
KLUANG,main,plantation,2019-02-26 10:55:17
KMLOONG,main,plantation,2019-02-26 10:55:17
KMLOONG-WB,main,plantation,2019-02-26 10:55:17
KRETAM,main,plantation,2019-02-26 10:55:17
KWANTAS,main,plantation,2019-02-26 10:55:17
MALPAC,main,plantation,2019-02-26 10:55:17
MHC,main,plantation,2019-02-26 10:55:17
NPC,main,plantation,2019-02-26 10:55:17
NSOP,main,plantation,2019-02-26 10:55:17
PINEPAC,main,plantation,2019-02-26 10:55:17
PLS,main,plantation,2019-02-26 10:55:18
RSAWIT,main,plantation,2019-02-26 10:55:18
RVIEW,main,plantation,2019-02-26 10:55:18
SBAGAN,main,plantation,2019-02-26 10:55:18
SHCHAN,main,plantation,2019-02-26 10:55:18
SIMEPLT,main,plantation,2019-02-26 10:55:18
SOP,main,plantation,2019-02-26 10:55:18
SWKPLNT,main,plantation,2019-02-26 10:55:18
TAANN,main,plantation,2019-02-26 10:55:18
TDM,main,plantation,2019-02-26 10:55:18
THPLANT,main,plantation,2019-02-26 10:55:18
TSH,main,plantation,2019-02-26 10:55:18
UMCCA,main,plantation,2019-02-26 10:55:18
UTDPLT,main,plantation,2019-02-26 10:55:18
AIRPORT,main,transport,2019-02-26 10:55:20
BHIC,main,transport,2019-02-26 10:55:20
BIPORT,main,transport,2019-02-26 10:55:20
CHGP,main,transport,2019-02-26 10:55:20
CHGP-WA,main,transport,2019-02-26 10:55:20
CJCEN,main,transport,2019-02-26 10:55:20
COMPLET,main,transport,2019-02-26 10:55:20
EATECH,main,transport,2019-02-26 10:55:20
FREIGHT,main,transport,2019-02-26 10:55:20
GDEX,main,transport,2019-02-26 10:55:20
GDEX-WB,main,transport,2019-02-26 10:55:20
GUNUNG,main,transport,2019-02-26 10:55:21
GUNUNG-WB,main,transport,2019-02-26 10:55:21
HARBOUR,main,transport,2019-02-26 10:55:21
HARBOUR-WC,main,transport,2019-02-26 10:55:21
HUBLINE,main,transport,2019-02-26 10:55:21
HUBLINE-WA,main,transport,2019-02-26 10:55:21
HUBLINE-WB,main,transport,2019-02-26 10:55:21
HUBLINE-WC,main,transport,2019-02-26 10:55:21
ILB,main,transport,2019-02-26 10:55:21
LITRAK,main,transport,2019-02-26 10:55:21
M&G,main,transport,2019-02-26 10:55:21
MAYBULK,main,transport,2019-02-26 10:55:21
MISC,main,transport,2019-02-26 10:55:21
MMCCORP,main,transport,2019-02-26 10:55:21
NATWIDE,main,transport,2019-02-26 10:55:21
PDZ,main,transport,2019-02-26 10:55:21
PDZ-WB,main,transport,2019-02-26 10:55:21
POS,main,transport,2019-02-26 10:55:21
PRKCORP,main,transport,2019-02-26 10:55:21
SEALINK,main,transport,2019-02-26 10:55:21
SEEHUP,main,transport,2019-02-26 10:55:21
SURIA,main,transport,2019-02-26 10:55:21
SYSCORP,main,transport,2019-02-26 10:55:21
TAS,main,transport,2019-02-26 10:55:21
TASCO,main,transport,2019-02-26 10:55:22
TNLOGIS,main,transport,2019-02-26 10:55:22
TOCEAN,main,transport,2019-02-26 10:55:22
WPRTS,main,transport,2019-02-26 10:55:22
XINHWA,main,transport,2019-02-26 10:55:22
CLIQ,main,specialpurposeact,2019-02-26 10:55:24
RSENA,main,specialpurposeact,2019-02-26 10:55:24
ICAP,main,closedfund,2019-02-26 10:55:26
CAREPLS,ace,healthcare,2019-02-26 11:18:04
LKL,ace,healthcare,2019-02-26 11:18:04
MGRC,ace,healthcare,2019-02-26 11:18:04
NOVA,ace,healthcare,2019-02-26 11:18:04
AEMULUS,ace,technology,2019-02-26 11:18:17
APPASIA,ace,technology,2019-02-26 11:18:17
APPASIA-WA,ace,technology,2019-02-26 11:18:17
ASDION,ace,technology,2019-02-26 11:18:17
ASDION-WB,ace,technology,2019-02-26 11:18:18
CABNET,ace,technology,2019-02-26 11:18:18
CABNET-WA,ace,technology,2019-02-26 11:18:18
DGB,ace,technology,2019-02-26 11:18:18
DGB-WB,ace,technology,2019-02-26 11:18:18
DGSB,ace,technology,2019-02-26 11:18:19
EAH,ace,technology,2019-02-26 11:18:19
EAH-WC,ace,technology,2019-02-26 11:18:19
EAH-WD,ace,technology,2019-02-26 11:18:19
EAH-WE,ace,technology,2019-02-26 11:18:19
EDUSPEC,ace,technology,2019-02-26 11:18:21
GENETEC,ace,technology,2019-02-26 11:18:21
GNB,ace,technology,2019-02-26 11:18:21
IDMENSN,ace,technology,2019-02-26 11:18:21
IDMENSN-WA,ace,technology,2019-02-26 11:18:22
IFCAMSC,ace,technology,2019-02-26 11:18:22
INIX,ace,technology,2019-02-26 11:18:22
INIX-WA,ace,technology,2019-02-26 11:18:22
IRIS,ace,technology,2019-02-26 11:18:22
JFTECH,ace,technology,2019-02-26 11:18:22
JHM,ace,technology,2019-02-26 11:18:22
K1,ace,technology,2019-02-26 11:18:22
